id	filename	md5	size	state
e1677731-3f36-462c-8dc1-75e98a4df270	e1677731-3f36-462c-8dc1-75e98a4df270/4bc7214f-1bca-4656-a8de-34ea13dca500.rna_seq.augmented_star_gene_counts.tsv	a557a8aa79dc36735117f59ace299349	4230337	validated
fa95f8cd-d608-430e-a8b3-68a05a5051e2	fa95f8cd-d608-430e-a8b3-68a05a5051e2/4344c7ea-ef72-4e2a-b65c-99aa64f4a0b1.rna_seq.augmented_star_gene_counts.tsv	271901a98283b79619e3cfb967d6d8b5	4230679	validated
541260c2-5f9f-459d-9a49-df55b62fba90	541260c2-5f9f-459d-9a49-df55b62fba90/ee667570-d3c6-4906-980d-5ff7a66f521d.rna_seq.augmented_star_gene_counts.tsv	c59bfe698757db5b3eaa4e710a2d5e34	4217029	validated
8ca35f8b-9a11-4f07-933d-91d5feb0a069	8ca35f8b-9a11-4f07-933d-91d5feb0a069/f9963ac2-b1c9-4a24-b077-be1a4007d20d.rna_seq.augmented_star_gene_counts.tsv	e8f81832902265caf4c9104d3abb87a2	4209983	validated
c8a17ec0-e9fb-4edc-9904-de8b6871a066	c8a17ec0-e9fb-4edc-9904-de8b6871a066/df0a6cb8-24c8-4e68-9458-2b76d9f13ee0.rna_seq.augmented_star_gene_counts.tsv	66eb7c6c83026e0df51fb99a83060129	4208637	validated
6e36807b-e15a-416b-bded-7202a9dab757	6e36807b-e15a-416b-bded-7202a9dab757/53cdad59-2abc-49cb-8757-ca9d1fee5c1c.rna_seq.augmented_star_gene_counts.tsv	77f31215705044ae05c4f8863c620274	4210774	validated
c54bfdec-b24e-48b9-8fb0-c2d4e083d939	c54bfdec-b24e-48b9-8fb0-c2d4e083d939/0dac8c60-2d8f-46cd-b970-d0cd524374c7.rna_seq.augmented_star_gene_counts.tsv	0a86d1cf6a12ff33106a311a5e0f3d72	4217843	validated
60332171-425b-46f5-8164-e3b1fb882036	60332171-425b-46f5-8164-e3b1fb882036/aba8d491-1d65-421a-8d13-b3d0a16dff43.rna_seq.augmented_star_gene_counts.tsv	f8a6b873fd557d048f47e306157654bb	4228633	validated
991558d8-6ea1-4689-a3fc-ba6172b21828	991558d8-6ea1-4689-a3fc-ba6172b21828/103f757b-a61e-4346-87a4-b4b290dd99f3.rna_seq.augmented_star_gene_counts.tsv	184327967c6e8adc321cd3886c89f683	4219883	validated
c04adf74-2502-451b-ad91-13ebbceb2383	c04adf74-2502-451b-ad91-13ebbceb2383/eade4cc1-86ca-4a1c-a87b-cfdd76d9a060.rna_seq.augmented_star_gene_counts.tsv	0b6e7af88d367aa826f9afa446c7aa85	4216826	validated
d4aaf7f0-4944-46c7-a755-38976d004915	d4aaf7f0-4944-46c7-a755-38976d004915/7e0e5876-f19b-4c72-b06f-bb6d6bc01d67.rna_seq.augmented_star_gene_counts.tsv	cbc6b201159c16a04456e88b5e18b4b1	4209172	validated
4341af2d-dee1-4b4a-ad27-00858396c886	4341af2d-dee1-4b4a-ad27-00858396c886/78767f1f-fa6f-4d1a-beb7-a2c11381958e.rna_seq.augmented_star_gene_counts.tsv	832fad94281870b46558ba6d7a0421fd	4218877	validated
1f63ae9f-5b3d-4367-aba8-d6222cc05667	1f63ae9f-5b3d-4367-aba8-d6222cc05667/6916d291-a782-4469-8a66-e9454cc3752f.rna_seq.augmented_star_gene_counts.tsv	b3ffc16d0c81c03d25622087d03940d1	4213813	validated
9f3e5801-6094-4439-b993-10bba8921da8	9f3e5801-6094-4439-b993-10bba8921da8/1aebba5f-9fb7-4c40-ade6-7dc6c2960d63.rna_seq.augmented_star_gene_counts.tsv	649fccc6eb9800f05d2b4b5b77d73552	4222440	validated
772bdab0-f31c-441e-b79e-240fd622079b	772bdab0-f31c-441e-b79e-240fd622079b/3a390e78-ce52-4743-898c-8c529b342cad.rna_seq.augmented_star_gene_counts.tsv	9d28999e616623cd5939c812f84bf217	4220074	validated
d7c8e660-ab7f-4f68-9b88-5464f5670375	d7c8e660-ab7f-4f68-9b88-5464f5670375/b2081f1a-e729-4120-8bbd-19a6cff35bd1.rna_seq.augmented_star_gene_counts.tsv	170efb3de4360393ded87c81442cbaf9	4222699	validated
8a284492-4c97-40cc-974c-0f1941ff0fe9	8a284492-4c97-40cc-974c-0f1941ff0fe9/8eb51333-09bf-4477-9725-355d65c72753.rna_seq.augmented_star_gene_counts.tsv	87544977f89acc078151c6f9912879ab	4205654	validated
d80985cc-be01-452c-931c-65fccbe783d9	d80985cc-be01-452c-931c-65fccbe783d9/01a67ac4-91db-4a3d-9137-fe2240acc861.rna_seq.augmented_star_gene_counts.tsv	65cd2791cb00e320933c2511b66dd7cf	4220262	validated
365068be-2415-462b-b3a4-418e4191274c	365068be-2415-462b-b3a4-418e4191274c/24b00ac1-73b7-4ac7-9628-4cd367af7c45.rna_seq.augmented_star_gene_counts.tsv	1abe27ad4dc7caec52ee2391139b3b8a	4213783	validated
a68f63db-0ddc-4dea-87a9-a56eabaefb65	a68f63db-0ddc-4dea-87a9-a56eabaefb65/5b12ed1e-a3a3-48fc-bcb1-6527bc7e7af8.rna_seq.augmented_star_gene_counts.tsv	770c0cc586468b731de048d29766a8c8	4221439	validated
